actorid,movieid,role
5644,347957,Buttons
5645,64444,
5646,106635,Himself
5647,99558,Mark
5648,66745,Man in church
5649,133069,Bandelot
5650,265597,Navigator
5651,41316,Mike
5651,148313,Older Fisherman
5651,191953,Bob
5651,201959,Mate
5651,236691,Other Client
5651,268003,Renaldo
5652,186021,Basketball Player #1
5653,60341,Big John Hunsacker
5654,401934,
5655,204900,
5655,275145,
5656,229207,
5657,52942,
5658,292984,Man About Town
5659,250764,Street Kid
5660,171485,Himself
5660,369874,Ice-Hockey commentator
5661,44474,Plain Clothes Officer
5661,79007,Old Man
5662,57788,Himself
5662,70359,The Voice of the New York Kni
5662,97388,Himself
5662,110227,Himself
5662,114381,Himself
5662,117713,Himself
5662,151616,The Voice of the New York Kni
5662,201914,Guest
5662,228961,Himself (Commentary)
5662,275506,Sports announcer
5662,283249,Commentator
5662,311790,Himself
5662,399327,Himself - NY Reporter
5663,43432,Jack Ruby
5663,62570,
5663,100165,Gardien de sécurité
5663,184346,
5663,266395,Sgt. Desjardins
5663,366024,Luc Labrecque
5663,378680,Albert
5663,403475,Gilbert Duclos
5664,71497,Constantin
5665,387058,Desk sergeant
5666,115421,
5667,208390,Eighth Grader in Gym
5669,411435,Capt. Warlock
5670,317309,Outta Sight Singer #1
5671,328607,Crime': Drummer
5672,28688,Férfi a kocsmában
5672,136443,
5672,182645,Altiszt
5672,322364,Two
5672,327475,Hugó
5672,328928,Vekkeres
5672,347465,Mufti
5672,357866,Erik
5672,407241,
5673,97236,
5674,65474,Jack McNally
5675,108474,Dancer
5676,340026,Himself (former IBM executive
5677,55162,Himself
5677,112194,Announcer
5677,114054,Announcer
5677,118444,Host
5677,154614,Europe Announcer
5677,221431,Host
5677,221458,Host
5677,292113,Announcer
5677,295431,Announcer
5677,303554,Announcer
5677,330492,Announcer
5677,381402,Host
5677,390712,Himself - Host
5678,402164,
5679,31687,
5679,56771,
5680,146567,TV reporter #1
5681,134673,Himself/interviewee
5682,27305,
5682,349811,Townsman
5683,14152,
5683,30056,Carl
5683,82055,Game show contestant
5683,117129,Cop Dressed as Woman
5683,126663,Docent
5683,137542,George
5683,154709,Mr. Goldman
5683,165097,
5683,202489,Esterhazy
5683,210782,
5683,233690,Wilmot
5683,252449,
5683,264581,Lt. Rahmi
5683,303433,The makeup man
5683,311042,
5683,339439,Mr. Himmelfarb
5683,358052,Dr. Denton
5684,349499,Albert
5685,214923,
5685,384029,Le sergent
5686,318712,Tarboro Sheriff
5687,123370,Himself
5688,16817,
5688,17846,X/Stranger
5688,21059,
5688,25342,De Gregorio
5688,55533,Albenert the Geologist
5688,73381,Filippo Maria
5688,82388,Gilbert
5688,104814,Branco Malloni
5688,109642,Father
5688,116427,Almayer
5688,128029,
5688,132513,
5688,163745,
5688,183148,Carrei
5688,189125,
5688,194554,
5688,205212,Lorenzo
5688,206081,
5688,219571,
5688,235732,
5688,235773,Narrator
5688,243045,Pietro Anziano
5688,254041,
5688,256411,
5688,279066,Gabriel
5688,282214,Patrick O'Malley
5688,332251,Pietro
5688,337389,Enrico
5688,342101,
5688,342117,Lorenzo
5688,348134,Dario Saltini
5688,354879,
5689,14314,Membre de la famille Butler
5690,166544,
5690,246967,
5691,367977,Orkestlid
5692,306861,Himself
5693,147112,
5693,216953,
5693,265501,
5693,310336,
5693,363578,Mr. Foster
5694,211303,Sr. Marketing/Sr. Alimenticio
5694,310045,Osvaldo Pastorutti
5694,383825,
5694,385859,
5694,385995,
5694,408413,Marcelo
5695,212441,
5696,1372,Buchanan
5696,6509,
5696,16234,
5696,46616,
5696,51924,Kommerzialrat Göttlinger
5696,77396,Reginald Prittspitt
5696,86100,Korner
5696,86302,
5696,91175,
5696,93422,
5696,93603,Godefroy Cavaignac
5696,99145,
5696,99174,
5696,99234,"Dietrich, Bankier"
5696,102983,
5696,111477,
5696,113453,Grossfuerst Cyrill
5696,115962,
5696,120053,
5696,122546,
5696,125108,Zar Alexander III.
5696,156070,
5696,159284,
5696,180885,Der Arbeiter
5696,189818,
5696,201265,Allyhr
5696,204634,
5696,206503,
5696,206824,
5696,210073,Bank Director
5696,212097,Creative human(Man who convin
5696,225207,Justizminister
5696,225633,Judge
5696,227741,
5696,231355,Dietrich von Bern
5696,231356,Dietrich von Bern
5696,264350,
5696,272537,Oberst Tatarinoff
5696,281982,Berger
5696,286211,Kapitän Brinkman
5696,290033,
5696,290717,
5696,311423,
5696,311680,
5696,314893,
5696,317352,
5696,317357,Graf von Schwarzenberg
5696,324698,
5696,343782,
5696,352168,
5696,361120,Nicolai I.
5696,376357,
5696,376487,
5697,43768,
5697,63890,
5697,64239,
5697,75254,Frankie
5697,96500,Sparviero
5697,97167,Gigio
5697,111336,Roberto
5697,111840,
5697,112912,Dario
5697,133024,
5697,173082,Bruno
5697,197641,Police Commissioner Romeo
5697,206320,Cedro
5697,207947,
5697,209489,Eliseo Strazzabosco
5697,233188,Dr. Ratzenberger
5697,243044,Ettore Picciafuoco
5697,263718,
5697,270041,Filippo
5697,275813,Il griso
5697,318126,Gianni
5697,342118,Leon
5697,411917,Aziz
5698,352117,
5699,3169,Producer
5699,3510,Cardinale Masoli
5699,7474,
5699,8936,Mr. Khouroulis
5699,10186,
5699,42523,Priest in the Garden
5699,52249,
5699,56079,Monsignore
5699,64206,Antiques Dealer
5699,70412,Tomlin
5699,71166,
5699,81522,Rich market vendor
5699,84647,Le patron de l'imprimerie
5699,90752,Nonno Anselmo
5699,96036,Ludovic
5699,106985,Pope Gregory X
5699,109804,
5699,121332,Piera's Father
5699,127937,
5699,128035,Avv. Milazzo
5699,129051,Owner of Billiard Salon
5699,132596,Industrialist
5699,136306,Joao Bernardo
5699,143485,Le maire
5699,196701,Don Morrone
5699,197543,
5699,204237,Maglione
5699,204608,Prof. Palmieri
5699,212124,
5699,213799,"Mr. Perrino, Mary Lou's fathe"
5699,218955,
5699,227585,Chief of Police
5699,227589,
5699,231684,Melik
5699,251050,Baretti
5699,260897,Carlo Sperati
5699,266124,
5699,270828,
5699,274918,
5699,280751,
5699,282836,Uncle Camillo
5699,287609,
5699,289094,Cardinal Augusto Morante
5699,294290,
5699,307333,
5699,310391,Pasquale Cimmaruta
5699,310483,Malcolm
5699,317676,"(segment Colpo da leoni, Il)"
5699,328892,
5699,335538,Don Mariano
5699,345043,"Valerio, l'ami de piacchi"
5699,349848,
5699,352152,Director de la prisión
5699,354941,Le producteur italien
5699,362576,Priest
5699,378972,Prime Minister
5699,385258,
5700,215219,
5701,174174,
5702,16325,
5703,379716,James Edward 'Jamie' Martin #
5704,69572,
5704,82060,
5704,84052,Himself
5704,230013,Himself
5704,235661,
5705,58096,Sergeant
5705,103789,
5705,205140,
5705,325174,
5705,354870,
5706,228229,Himself
5706,278177,
5706,281371,
5707,284003,Judge Noland
5708,72701,
5708,257260,Themselves
5708,276593,
5709,5463,
5709,24864,
5709,69991,
5709,75244,
5709,109089,
5709,130568,
5709,158708,
5709,162164,
5709,184724,
5709,197734,
5709,202276,
5709,206051,
5709,244269,
5709,264254,
5709,296527,
5710,344443,Brandano
5711,315678,Himself (2000 European Champi
5712,17857,
5712,43146,
5712,68321,Aldo
5712,68651,Porro
5712,70044,Safienza
5712,92075,
5712,96504,
5712,115376,Marcel
5712,123719,Léon
5712,123866,Sempresì
5712,125409,
5712,132963,August
5712,163722,Ottone
5712,199506,Immigrant (segment 6 Final ep
5712,204129,
5712,205273,Cristoforo
5712,206076,Montelli
5712,206081,
5712,208071,
5712,214821,Fred Duskin (Clay's partner)
5712,229996,Ernest Hausman
5712,234757,
5712,246379,
5712,249463,Gen. Miguel
5712,251649,
5712,252649,Joe
5712,252719,Insp. Enci
5712,269454,Henry
5712,276458,
5712,278950,Folco Bordoni
5712,280744,Commissioner Caputo
5712,281651,
5712,295162,
5712,295169,August (le portugais)
5712,318405,
5712,318858,
5712,320274,Matteo Gallone
5712,348118,Capt. Abbati
5712,355621,
5712,375877,Brother Francisco
5712,377595,Joe McIntock
5712,378972,Gen. Vandenberg
5712,402303,Nibbio
5712,409970,Barezzi
5713,133163,Le directeur du casino
5714,20880,Raffaele
5714,98402,
5714,103073,
5714,134968,
5714,144100,Himself
5714,162381,Paul Breen
5714,170509,
5714,182740,
5714,204412,
5714,219826,Baron Frankenstein
5714,260043,
5714,266069,
5714,273143,
5714,287645,
5714,287646,
5714,287649,
5714,287651,
5714,287653,
5714,310453,
5714,311257,
5714,327505,
5714,334622,
5714,348113,
5715,338173,Thug 3
5716,19621,
5716,37899,Jean
5716,53834,Marco Rodani
5716,63844,Martin Villefaux
5716,91170,Balestrat
5716,112730,Alexandre Moraz
5716,148739,Kamal
5716,155082,Luigi Lacosta
5716,201079,Daniel Noblet
5716,229666,Djamel
5716,255582,Daniel
5716,265443,Tony Cilento
5716,284961,Etienne
5716,327477,Gerard
5716,339474,L'éditeur
5716,341128,Bormane
5716,345082,Le garçon
5716,347131,Azzedine
5716,351819,Hamrane Tadjer
5716,352135,Andre Leoni
5716,377699,Talal
5716,378938,Mercadal
5716,379622,Romain Lavaullé
5716,380964,Huerta
5716,381520,Mario
5716,386497,Rudolfo Pavese
5716,388160,Alex Narni
5716,397920,
5717,326030,Le député
5718,3555,
5718,40448,
5718,217634,Be c de Lièvre
5718,343610,
5719,204224,Amílcar
5720,89398,
5720,99269,
5721,332732,Jonas
5722,55311,
5722,72551,
5722,84093,
5722,96508,
5722,103791,
5722,268315,
5722,272890,
5722,282814,Fernando
5722,286565,
5722,295098,
5722,382690,Clóvis Di Lorenzo
5722,386017,Demian
5722,386115,
5722,386727,Mota
5722,387929,Francisco Aldama
5722,394121,Chico Viana
5722,396506,Diogo Coutinho
5722,396718,Padre Waldeck
5722,398877,
5722,399766,Marco Antônio
5722,400678,Juiz
5722,401820,Rolando Candiano
5722,403119,Wladimir
5722,404160,Antunes
5722,405401,Estêvão
5722,405864,Felipe
5722,405936,Fiapo
5722,408381,Boaventura Amaral
5722,409025,Alarico
5722,409414,
5722,411585,Thomaz Cabral
5723,315678,Himself (1970 World Cup Final
5724,219229,Tobias
5724,280454,
5725,344715,
5727,16093,Abraham Sanchez
5727,397016,
5727,397572,Juan 'Juancho' Reyes Solís
5727,400490,Braulio Rivero
5728,85482,
5728,130353,Himself - Orchestra Leader
5729,272325,Henchman at Warehouse
5730,272325,Williams' Man
5731,243509,Himself
5732,134294,Jesus
5733,404274,
5735,274521,Jake The Butcher
5736,318267,Rocker Boy
5736,351494,
5737,70700,
5737,87397,Officer Fuentes
5737,160344,Abeyla
5737,337950,Contreras
5738,70700,
5739,328973,"(segment O Corno Imaginário"""""
5740,1824,Himself
5740,108131,Himself
5740,202728,Johnny Casanova
5740,279291,Himself
5740,279292,Himself
5741,396847,
5742,84165,
5742,148475,
5743,84165,
5743,148475,
5744,2707,Himself
5745,70487,Dr.Otávio
5746,336265,Himself
5746,387050,Luis
5747,14753,
5747,205439,
5748,28589,Insp. Josué
5748,283982,Father
5748,307810,Teacher
5748,380962,Sr. Castanheira
5748,383266,Warden
5748,391988,Adriano Pires
5749,29051,
5750,409026,Vasco Castelo Branco
5751,64672,Hector
5752,341137,Stage director
5753,103187,
5754,350261,
5754,398458,Raúl
5754,410384,Mike
5755,198534,
5756,260405,
5756,351543,
5757,288803,
5757,377099,Hermano de Sirene
5764,45638,Blurred Boy in Coffee Shop (s
5764,183004,Blurred Boy in Coffee Shop
5764,402720,Gérald
5765,154020,Assistant Notary
5765,190941,Iver
5765,318678,Mads
5766,26707,
5766,49329,
5766,213190,Basketball Announcer
5767,374538,Gort
5768,70423,Jacky
5769,298650,Himself
5770,12182,
5770,20113,Bruce Argyle
5770,66597,
5770,73686,
5770,151076,
5770,195107,Everett Chase
5770,197716,
5770,215757,
5770,252134,
5770,280484,
5771,48085,Himself
5771,365523,Himself
5772,7,
5772,25150,Bill Brennon
5772,55792,Lester Mason
5772,56257,Malverni
5772,65717,Clerk
5772,100199,Robert Lewis
5772,102549,Pierce Ferring
5772,107147,Jack Weston
5772,116998,Herbert Osborne
5772,166048,Frank Arnold
5772,187740,Count Ferrari
5772,191841,D.V. Cortelyou
5772,199152,Serge Verlaine
5772,276379,Curtis Wilbur
5772,276655,
5772,289421,Julian Lewis
5772,301978,George Johnson
5772,303555,Dr. Carvel
5772,317889,Victor Bronson
5772,319258,Hamilton Graves
5772,331130,Chapman Griswold
5772,346185,Soldier of the 17th Company
5772,364389,Dr. William Morris
5772,364571,Mr. Reynolds
5772,367014,Charles Selby
5772,367499,Gene
5773,187228,
5774,270,
5774,8629,Arthur Miller
5774,9117,Tommy Bogan
5774,10678,Walter Adams
5774,16098,Oliver
5774,17470,Jim Thompson
5774,20900,Tom Mitchell
5774,26628,Freddie Miller
5774,26629,Pete Illings
5774,32996,Jeff Flavin
5774,36873,Johnny Saunders
5774,37258,Jack Hunter
5774,37946,Babe Partos
5774,41929,Richard Lewis (episode 2)
5774,44451,Frank Sheldon
5774,45675,
5774,46076,Stephen Forester
5774,49912,Mike Weldon
5774,50974,"Sam, the Mayor"
5774,64711,Jim Rogers
5774,64887,Gil Davis
5774,66826,Himself
5774,66827,Bob Graham
5774,67157,Student
5774,69616,Clarence
5774,72138,Bit
5774,78033,
5774,90330,Herb Walcott
5774,91971,Jimmy Brown
5774,92435,Bill Ferris
5774,96837,Larry
5774,99398,Sanders
5774,101058,Lt. (j.g.) Crain
5774,101695,John Fitzgerald
5774,105070,Sam Archer
5774,109206,Davy Davenport
5774,109220,Allan Boardman Jr
5774,109860,Reporter Jimmy Dugan
5774,116155,Bob Ames
5774,118718,Henry T. 'Hank' Parker
5774,121389,Matt Ryan
5774,122052,Charlie Wilson
5774,124694,Frankie Dowell
5774,127092,Ernest
5774,127792,Barney O'Hara
5774,128421,Hank
5774,138744,Himself
5774,143583,Joe Maxwell
5774,147417,Steven 'Steve' Evans
5774,147748,Publicist
5774,151310,
5774,151319,Tom Brandon
5774,152208,Max Herman
5774,152215,Larry Wilson
5774,154376,Little Soldier
5774,163485,Sam Wainwright
5774,168673,Bill Blakely
5774,170851,Jerry Markham
5774,171146,RT-42
5774,175119,Frank
5774,176805,William T. Allen
5774,177141,Peter Santard
5774,177308,Dick
5774,185289,Allan
5774,185335,Jack Mangan
5774,190210,Ranny Truesdale
5774,194965,Tom Hood
5774,195190,"Davis, Jr."
5774,195547,
5774,200355,Bob Wilson
5774,203015,Larry Doyle
5774,203244,Mark Adams
5774,210880,Ens. Albert Edward Price
5774,213288,Russell Burns
5774,219916,Tom Hamilton
5774,224665,Michael Jerome
5774,228811,Weeks
5774,232370,Dr. Edward Gurston
5774,237584,Dan Franklin
5774,248017,Gambler
5774,253472,"Kent Fletcher, Joan's Brother"
5774,257201,Young trooper
5774,263034,Bunk Hill
5774,266574,Tom Cassidy
5774,270486,Teddy Blue
5774,271231,Don Hayes
5774,281427,
5774,281432,Leo Davis
5774,282041,Charlie Doran
5774,286333,Midshipman Albert Edward Pric
5774,298175,Hutton
5774,298441,Jimmy Maloney
5774,299064,Benny Collins
5774,300013,
5774,301768,"Bruce Strong, Attorney"
5774,306488,Junior Draper
5774,308391,Kicker
5774,311992,Stacy Haden
5774,311995,Hat Hatton
5774,313794,
5774,330186,Al (policeman in squad car)
5774,332819,
5774,338550,Barry Greene
5774,339940,Jack
5774,346278,Johnny Davis
5774,358439,Johnny Rudd
5774,360045,Ronny Hillyer aka Bill
5774,360153,"David Clark, Mary's Boyfriend"
5774,363079,Emmett Dalton
5774,364406,
5774,365233,Larry Grayson
5774,368244,Skeet Mulroy
5775,223091,
5775,252506,
5776,2279,Himself
5776,47094,Jenson
5776,59133,The Father
5776,59580,Charlie Bartlett
5776,65502,Dr. Chanute
5776,67996,Barney Bailey
5776,69569,Al Gaines
5776,70307,Art Teacher
5776,80034,Trayner
5776,80374,G. William Dobbs
5776,90319,Rep. George Jansen
5776,97427,Piano tuner
5776,115547,Mr. Packard
5776,118505,Hunter (Amos Slade)
5776,126044,Milton
5776,133159,
5776,139275,Pop
5776,151638,Dr. Bentley
5776,151653,Mr. Slotkin
5776,152433,Page
5776,169680,Himself
5776,171401,Cohen
5776,178204,Capt. Robert Jason Salbo
5776,185836,Rev. Gordon Rogers
5776,193252,Brucker
5776,196405,Fred
5776,203270,Dr. J. Wilson Shields
5776,203801,
5776,206356,Manny Wax
5776,214967,Post Office mail sorter next 
5776,218114,Tinker
5776,218153,Sam Pian
5776,223739,Poppa MacMahon
5776,228986,Himself
5776,230409,Sleep-Out Charlie
5776,231124,Reporter
5776,241103,Chief Andy Yeakel
5776,245689,Les Bauer
5776,250463,Himself
5776,250811,Theatergoer with Helen
5776,253153,Desk Sergeant
5776,255258,Hobo
5776,261237,Manny Rosen
5776,270271,Marty Tothero
5776,282463,Lou (tea house manager)
5776,297007,Reporter
5776,305179,Carl Dexter
5776,308352,Mr. Barley
5776,312342,Alfredo Brazzi
5776,316955,Barker
5776,317806,John Cleary
5776,326408,Guide
5776,328523,George 'Deacon' Wheeler
5776,332806,Sam Grant
5776,335807,Vic Davis
5776,347029,Prof
5776,348550,Frank Schiffman
5776,349859,Pete Ferguson
5776,364341,Hodges
5776,365906,Grandpa Joe
5776,372140,Third proprietor
5776,384069,Ed Brown
5776,386902,Dr. Andrew Sellers (1971-1972
5776,387665,Lt. Cmdr. Virgil Stoner
5776,390519,Sen. Joe Kelley
5776,403715,Walter Burton
5776,408017,Lt. Harry Evans (1958-1959)
5777,26536,Andrew
5778,16144,SoftBall Player
5778,180705,Boy in Hospital
5779,284589,Cybernoid
5780,94307,
5780,223210,Singer
5780,252548,
5781,227596,Jean-Jacques Rousseau
5781,377489,
5782,20260,Officer Rollins
5782,26783,Bandit #2
5783,23513,
5783,24011,
5783,31100,Gen. Jeschonnek (Luftwaffe ch
5783,31168,Maj. von Diepel
5783,42020,Friend of von Sepper
5783,51847,1st Officer Wehrmacht
5783,82879,Kovacz
5783,101347,Kommissar
5783,127948,
5783,133574,Steinach (German officer)
5783,133870,Hans
5783,160254,Nazi Guard #2
5783,175440,German tank commander
5783,182529,Marchese de la Sotta
5783,186902,Tom
5783,213014,Dietrich
5783,248988,SS tapisserie de Bayeux
5783,255473,The Swede
5783,271064,Capt. Heinz Schroeder
5783,286405,Stocky Man
5783,292535,Otto
5783,304572,"German guard, Group Two"
5783,335034,
5783,338168,
5783,345924,Bob
5783,394190,
5783,399974,Eurymachus
5783,410582,Scharfuhrer Rudolf Haindl
5783,411221,White-haired Gestapo agent
5784,251241,Mr. Alberti
5784,390828,Little Drew Carey (2002-)
5785,156024,Friar
5786,20418,Werkmeister Schmidt
5786,94625,
5786,156645,
5786,179831,
5786,199020,
5786,205725,
5786,226311,
5786,290623,
5786,301012,
5786,311425,
5786,322517,
5786,336534,
5786,352286,
5786,352492,"Vujrat, leader of the partisa"
5786,360946,
5786,360947,
5786,361405,
5786,375992,
5787,322368,
5788,138841,Bass Guitar
5791,10130,
5791,21676,
5791,88199,
5791,152240,Juez
5791,202841,
5791,211043,
5791,287907,
5792,32241,Club Patron
5793,347054,Lothar
5794,1210,William Paca (MD)
5794,30896,Mr. Yokes
5794,47389,Storekeeper
5794,64019,Referee
5794,70307,Con
5794,90437,2nd Guy
5794,122743,Forest ranger
5794,135800,Jonathan
5794,208910,
5794,219045,Fletcher
5794,235062,Farmer
5794,324263,Mailman
5794,382355,Himself (regular performer)
5795,337178,Priest
5796,402,
5796,134777,
5796,142066,2. Jäger
5796,142111,
5796,189645,
5796,290649,
5796,375091,
5797,185165,"Jack, desk clerk"
